commentId,suggestionId,body,author,link,timestamp
(35874,16429,"\r\n  this thread makes me sad for another reason. Stores are already SUPPOSED to be sampling or \""tasting\"" new drinks constantly.\nThe standard is usually 3 times daily, but when new drinks roll out store's are supposed to sample 100-300 or more per day.\nAlso, they are supposed to be holding coffee tastings with regularity too (The coffee master program is re-rolling out so hopefully you will see this. There will literally be scheduled tastings of coffee).\n\r\n",Christin0001,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,11/28/2010 8:47 AM)
(35875,16429,\r\n  Absolutely agreed with Melody. Starbucks coffee is wonderful without being mixed with eggnog or caramel. I'm happy to be near a store with a Clover so I can sample all the different exotic beans and blends. That's what a tasting is all about... not seeing how the latest Frapp is.\r\n,gobo,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,11/28/2010 10:24 AM)
(35876,16429,"\r\n  If you are going to use wine as a comparison, compare it to the coffee, not a sweet drink! There is no education as far as they are concerned.\nYou can always try something new, and if you don't like it, get something you know you like, free of charge. It's policy. It's also policy to do samples on a daily basis\n\r\n",JavaChicky,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,11/28/2010 1:38 PM)
(35877,16429,"\r\n  At first when I read through these comments, I actually made myself believe that my comment was ridiculous, and that a coffee tasting should be just that, of the variations of the coffee beans. I let that idea \""percolate\"" for a few days (yes, that's my attempt at a little coffee humor), and I have come to realize that although you all have a great idea, I, too, have a great idea - one that markets the products Starbucks offers. So, to each of you who snub the idea of drinking coffee with mixtures of sugars, syrups, and creams in them, realize this: Starbucks sells MILLIONS OF DOLLARS of these drinks to people all over the world. My idea to help Starbucks market their own products to people like me who buy their sugar-laden drinks is still a great idea, asare your ideas. There's no reason for you to feel \""saddened\"" by my idea - just embrace all aspects of coffee drinkers, even those who like drinks made with a ratio of 1 coffee bean to every 10 chocolate chips.\r\n",chefjbed,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,12/6/2010 9:04 PM)
(35878,16429,"\r\n  chef: Nobody's \""snubbing\"" the idea of drinking coffee with sugar/syrup/cream. I do it myself when I want something that's basically a dessert in a cup. I think the disconnect comes when you're equating a fine wine tasting with sampling different flavors of sugary syrups mixed with espresso. I agree that sampling different seasonal or specialty drinks is a good idea, but if you want a classy \""tasting\"" on par with sampling fine wines, then sampling different rare coffee blends -- without caramel sauce in them -- is what Starbucks is all about.\r\n",gobo,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,12/7/2010 5:37 AM)
(35879,16429,"\r\n  @gobo -That's aperfect job of saying what I was trying to say. What is going on here is that the thread is equating drinking dessert-like beverages to something that already has a well-established process. Coffee roasters go through a processing of \""cupping\"" and \""tasting\"" coffee, and it is akin to learning about wine, but it is never for the dessert-like espresso beverages.\nThere isnothingwrong with wanting a chance to 'sample' new flavoredsugary mixes with espresso, but it is NOT a 'coffee tasting' and it doesn't equate to learning about \""coffee\"". \r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,12/7/2010 11:08 AM)
(35880,16429,"\r\n  I agree with a coffee tasting session just for the simple fact that I don't know much about coffee.  I would like to learn how it's made, how to grind it, what the difference is between a robust flavor and mellow flavor, etc.  I would just like to sit down with someone with several shot glass size samples of plain old coffee, and have them explain to me the flavors I'm supposed to be tasting.  \n\nI would like to be able to appreciate the work and effort that goes into producing a coffee bean.  Sure, I could buy many different pounds of coffee and brew them myself, but 1) I don't even know if I'm brewing it correctly, and 2) I have no idea what to look for in a coffee.\n\nWell, I bought a pound of coffee yesterday because I was going to try to figure out coffee on my own, and my barista asked me how I wanted it ground.  I knew I had a dumbfounded look on my face, so she asked me what type of filter I used.  I still had no clue what she was talking about, so she asked me if my filter was flat or coned.  I asked her what that had to do with it, and she said it made a difference in how the coffee was ground and it would also make a difference in the flavor.  What??  By the way, she was awesome and took time to talk with me about my dilemma.\n\nSo, see...I have no clue about coffee and would just like to be educated about it.  Starbucks, would you please offer a coffee tasting class to educate us dessert drinking coffee members about the true essence of coffee?  \n\nI truly appreciate your consideration!\r\n",mmjones,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,7/18/2012 7:34 AM)
(35881,16429,"\r\n  @mmjones: There's a big difference between learning about the different types of roasts, blends, and nuances in the flavors of coffee and simply knowing what kind of coffeemaker you own. That's all the barista was asking.\r\n",gobo,http://mystarbucksidea.force.com/ideaview?id=08750000000H9kHAAS,7/18/2012 7:52 AM)
(35882,16430,\r\n  der idea is fabulous\r\n,DrVanNuder,http://mystarbucksidea.force.com/ideaview?id=08750000000H9m3AAC,11/28/2010 5:13 PM)
(35883,16430,"\r\n  I worry the bulletin board will be overwhelmed with things on it. I like the coffee house 15th Avenue Coffee and Tea in Seattle, (actually operated by Starbucks but not a Starbucks) but it appears the bulletin board is always totally full and cluttered!! I try to put my little blog cards on it, and I struggle to find a space. It would be hard to decipher \""small business\"" from \""medium business\"" to what? I really do see your frustration, but I don't see a good answer.\r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=08750000000H9m3AAC,11/28/2010 6:33 PM)
(35884,16430,"\r\n  Big business offering a bulletin board to small business. Ican imagine someone would pin up a business card for Java Jims, the competitor,which is just up the road...wouldn't that be humorous?\nActually, I like the idea a lot. Voted it up!\r\n",coffeeguy70,http://mystarbucksidea.force.com/ideaview?id=08750000000H9m3AAC,11/29/2010 8:23 AM)
(35885,16430,"\r\n  We use it as a community based board. So not necessarily nonprofit organizations solely take up the board. But events that the community has will go up. For example, if the local theater is putting on an event of some sort.\nWe just dont allow advertising for companies or businesses due to the fact that it could be competing and that if we open this to the public that the board will become very packed (some stores have very small boards).\r\n",baristaTraci,http://mystarbucksidea.force.com/ideaview?id=08750000000H9m3AAC,11/30/2010 7:15 AM)
(35886,16431,"\r\n  @rocknrollchamp. Thanks for your post on 10/17. I didn't see that prior to posting this. For some reason it didn't come up in the \""You may want to check out these other ideas first\"" box.\r\n",coffeeguy70,http://mystarbucksidea.force.com/ideaview?id=08750000000H9odAAC,11/29/2010 8:37 AM)
(35887,16431,\r\n  Ja Ja! A great place to open a coffee shoppe. All of der people would buy a drink on a cold day.\r\n,DrVanNuder,http://mystarbucksidea.force.com/ideaview?id=08750000000H9odAAC,11/29/2010 10:11 AM)
(35888,16431,"\r\n  @Dr VanNuder: I may be wrong, but you seem to be indicating that since Florida is hot most of the year, no one would consider buying coffee in the super market. In my farily small home town, in Florida, there are at SIX starbucks that all appear to be doing very well. Two of them are in a Target store, where we regularly buy a coffee. Weather it's warm or cold outside, coffee is always popular, and I believe it would be a huge success in the Publix stores. Also, Publix extends all the way up to Tennessee, where I'm pretty sure it gets cold.\r\n",coffeeguy70,http://mystarbucksidea.force.com/ideaview?id=08750000000H9odAAC,11/29/2010 12:22 PM)
(35889,16431,"\r\n  Aaah, I did'nt know dat der wis en Florida.\r\n",DrVanNuder,http://mystarbucksidea.force.com/ideaview?id=08750000000H9odAAC,11/29/2010 12:36 PM)
(35890,16431,"\r\n  Forgyve me, dats in der Florida\r\n",DrVanNuderMS,http://mystarbucksidea.force.com/ideaview?id=08750000000H9odAAC,12/3/2010 7:01 AM)
(38958,17098,"\r\n  That's not completel fair, BuxChicko3. Sometimes unexpected rushes happen. For example, one time, a small city (30,000 ish) near the edge of my bigger city lost power. All their stores closed. Power was out for 2 days on a weekend. Tons of village folk came to my city, and my Starbucks happened to be on the main road that runs straight through from their downtown street an hour away. Our numbers went through the roof. We had 2x the number of customers. And since the smaller city is more affluent and a bit exclusive, many customers bought lots of stuff since they brought plenty of money.\nFairs, big shopping mall sales, sports tournaments, even high school sports teams, etc can unexpectedly cause product shortages. To blame a rare shortage on the manager entirely is a little off. If they over-ordered, they'd be wasting money and precious back room space.\r\n",Barista_Marie,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/4/2011 1:52 AM)
(38959,17098,\r\n  Not to mention sudden weather changes or flows of what people want to order. Bananas are the worst things to try to predict what one will need. It's not about laziness.\r\n,Boldcrema,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/4/2011 5:48 AM)
(38960,17098,\r\n  SirMuck sounds like he writes word problems for a Math textbook...LOL! I did manage a snack bar in college and it was difficult at times to predict how much you would sell of each item...\r\n,Coffeemum2,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/4/2011 1:09 PM)
(38961,17098,\r\n  use the banana app to predict daily fluctuations in banana usage\r\n,TKboss,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/4/2011 2:32 PM)
(38962,17098,"\r\n  For the most part, there are standards to follow for replacing an ingrediant. Things like lemonaide and bananas usually can be replaced at a grocery store only if there was effort to find the ingrediants first at nearby stores. This type of thing might also depend on your district's rules on running out of product. That being said, we are busy... this is Starbucks afterall. This is also tough economy to be running a business in, we are often during days running on just that minimal amount of staff to keep a floor running and at any given time during the day, someone's lunch or break is occuring. It's not always plausable to have a partner leave a busy floor to run to a store and stand in a line somewhere for an unpredictable amount of time. Stuff happens, product runs out.. we had tons of other solutions and ideas for recipes to find something else you like.. just ask your barista.\n- Partner in WA, 4.5 years\n\n\r\n",peta_25,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/4/2011 10:34 PM)
(38963,17098,\r\n  sounds reasonable\r\n,TKboss,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/4/2011 11:01 PM)
(38964,17098,\r\n  Lemonade can never be replaced. That is not taken lightly. It's not reasonable.\r\n,Boldcrema,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/5/2011 5:19 AM)
(38965,17098,"\r\n  Well, they can substitute lemonade, and they do! Andm, the world has not come ton end as a result of these actions. This happens often enough that I personally know of, that it's obviously not some one off anomaly, that may be overlooked.  Since someone is paying for that store bought lemonade, there is obviously some type of accounting somewhere that is being looked at by any number of people (shift manager, store manager, district manager? etc), who could easily put an end to the practice, having been made aware of it.\r\n",LactoseFreeNut,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/5/2011 12:59 PM)
(38966,17098,"\r\n  Unfourtunately, this happens more often than it should, but bananas can be bought, i would rather not buy lemonade since that flavor and nutritional facts will be off. The premium lemonade we use is lightly sweetened and if you buy some from the store it will taste completely different I agree completely with Barista_Marie. Sometime we just can't leave if there is no coverage, but I admit, some of my Partners have been gracious enough to grab it on their way to work... If its more often than not, point it out to the Manager, hopefully he/she will address the ordering issues.\r\n",baristaclee,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/5/2011 1:42 PM)
(38967,17098,"\r\n  @LactoseFreeNut tacit approval works ever time! when I did something not officially approved (not at Starbucks) and someone asked me about it. My reply was always \""no one said I couldn't do it :)\r\n",TKboss,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/5/2011 3:26 PM)
(38968,17098,\r\n  Every manager and supervisor has been told this is the biggest no no on the books. They know.\r\n,Boldcrema,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/5/2011 3:47 PM)
(38969,17098,"\r\n  So, Boldcrema, make it your mission to inform them, so they absolutely know for certain! I don't care how big a no no you think it is. Again, if you think it's a problem, complain to someone who cares. It's obviously happening. And when they substitute it again, I'll still drink it.\r\n",LactoseFreeNut,http://mystarbucksidea.force.com/ideaview?id=08750000000HeWGAA0,9/5/2011 4:11 PM)
(38970,17100,\r\n  I did not know there were any allergens in the syrups so it would be most helpful to know Kat.\r\n,Steve2,http://mystarbucksidea.force.com/ideaview?id=08750000000HeZAAA0,9/4/2011 3:56 PM)
(38971,17100,\r\n  the more information the better the decision\r\n,TKboss,http://mystarbucksidea.force.com/ideaview?id=08750000000HeZAAA0,9/4/2011 4:05 PM)
(38972,17100,"\r\n  basic ingredients: Sugar, Water, Flavoring.\r\n",christam,http://mystarbucksidea.force.com/ideaview?id=08750000000HeZAAA0,9/4/2011 6:16 PM)
(38973,17100,\r\n  The source of the ingrdients would be grest. Any have aguave? My wife is deathly allergic.\r\n,joey0315,http://mystarbucksidea.force.com/ideaview?id=08750000000HeZAAA0,9/4/2011 8:30 PM)
(38974,17100,"\r\n  I agree with this. There are people who want more gluten free options, but I can understand starbucks position in not being able to make that guarantee. What they CAN do however is to make the ingredient information for syrups and drink components easily accessible. It's not difficult and allows consumers to make choices. It sucks to avoid everything and things you enjoy just because you aren't sure. All we're asking is to know what goes in what we're consuming.\n\r\n",Honor,http://mystarbucksidea.force.com/ideaview?id=08750000000HeZAAA0,11/16/2011 1:19 PM)
(38975,17102,\r\n  Luv Pittsburg! Thumbs up! I'll get one when I'm out there!\r\n,Coffeemum2,http://mystarbucksidea.force.com/ideaview?id=08750000000HebuAAC,9/6/2011 4:32 AM)
(38976,17102,\r\n  agree and add jacksonville to list\r\n,chico32223,http://mystarbucksidea.force.com/ideaview?id=08750000000HebuAAC,9/23/2011 3:39 PM)
(38977,17102,\r\n  100% agree! We need the Clover!\r\n,bill1717,http://mystarbucksidea.force.com/ideaview?id=08750000000HebuAAC,7/2/2012 12:05 PM)
(38978,17102,"\r\n  just found out, we are getting one on july 16th at the starbucks in warrendale, off of vip drive!\r\n",bill1717,http://mystarbucksidea.force.com/ideaview?id=08750000000HebuAAC,7/3/2012 12:49 PM)
(38979,17103,\r\n  Maybe they can provide a cool sticker for us to slap on there if some partners are not great artist!\r\n,baristaclee,http://mystarbucksidea.force.com/ideaview?id=08750000000HecdAAC,9/5/2011 11:08 PM)
(38980,17103,\r\n  a cupcake with a candle to go with the drink\r\n,TKboss,http://mystarbucksidea.force.com/ideaview?id=08750000000HecdAAC,9/5/2011 11:29 PM)
(38981,17103,\r\n  ya stickers or a cupcake sound cool too!\r\n,ericmrt,http://mystarbucksidea.force.com/ideaview?id=08750000000HecdAAC,9/6/2011 8:48 PM)
(38982,17103,\r\n  that is a great idea!\r\n,sashacooper,http://mystarbucksidea.force.com/ideaview?id=08750000000HecdAAC,10/18/2011 9:33 AM)
(38983,17103,\r\n  a free birthday pop as well would be nice!\r\n,sashacooper,http://mystarbucksidea.force.com/ideaview?id=08750000000HecdAAC,10/18/2011 9:33 AM)
(38984,17103,\r\n  and ONE star :)\r\n,sashacooper,http://mystarbucksidea.force.com/ideaview?id=08750000000HecdAAC,10/18/2011 9:34 AM)
(38985,17104,"\r\n  That certainly is a nicegesture but where do you draw the line? How about a discount at book stores or restaurants, or gas stations, etc.? \r\n",Steve2,http://mystarbucksidea.force.com/ideaview?id=08750000000Hed2AAC,9/6/2011 6:01 AM)
(38986,17105,\r\n  The customer and employess should be on an equal basis...one cannot exist without the other.\r\n,1yogagirl,http://mystarbucksidea.force.com/ideaview?id=08750000000HeeAAAS,9/6/2011 8:37 AM)
(38987,17106,\r\n  There is almost always one or more fall pastry items that come out in the autumn. Did you get a pumpkin cream cheese muffin last year?\r\n,Barista_Marie,http://mystarbucksidea.force.com/ideaview?id=08750000000HdL2AAK,8/19/2011 2:23 PM)
(38988,17106,"\r\n  Yes, it was delicious! Hello Barista-Marie\r\n",Serpico,http://mystarbucksidea.force.com/ideaview?id=08750000000HdL2AAK,8/19/2011 6:30 PM)
(38989,17106,\r\n  Don't forget the pumpkin scone! Yum!! :)\r\n,nuts4coffee9,http://mystarbucksidea.force.com/ideaview?id=08750000000HdL2AAK,8/20/2011 9:58 AM)
(38990,17106,"\r\n  Last year there was gingerbread loaf that I liked. Does anyone else remember that? That was great! Though I admit, I kind of like the idea of pumpkin pie. Might be a problem keeping it cool enough?\r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=08750000000HdL2AAK,8/20/2011 10:34 AM)
(41685,17894,"\r\n  vlatte24:\nAs far as I can tell, not under this particular user ID.\r\n",stainles,http://mystarbucksidea.force.com/ideaview?id=08750000000I0RwAAK,3/27/2012 7:42 AM)
(41686,17895,\r\n  a lotta down votes...but no quotes.....hmmmm?\r\n,cupajoe4evamoe,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/26/2012 5:39 PM)
(41687,17895,\r\n  a chair/tablecombinationthat will teleport customers to actual plantations?\r\n,TKboss,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/26/2012 6:10 PM)
(41688,17895,\r\n  Depending on what you're smoking while sitting there- you could wind up almost anywhere.\r\n,AnotherDay4U,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/26/2012 6:22 PM)
(41689,17895,\r\n  whooohooo!!! is that the real TKboss he's A L R I G H T.... A L R I G H T\r\n,cupajoe4evamoe,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/26/2012 6:49 PM)
(41690,17895,"\r\n  \""Coming up next on the Starbucks Channel: we watch the paint dry at the new stores under construction.\""\nSeriously, Joe, watching coffee grow has to be the third most boring thing in the world, behind professional golf and tennis.\nAnd how many coffee plantations do you think have broadband internet access, plus WiFi for the remote cameras (which, by the way, will have to be weather hardened)?\n\r\n",stainles,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/26/2012 7:30 PM)
(41691,17895,"\r\n  Has anybody actually watched that new really neat super cool paint dry? The one that changes colour as it does. Or, was that just something I was smoking? OK- it was just the paint fumes! (same difference)\r\n",AnotherDay4U,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/26/2012 9:09 PM)
(41692,17895,"\r\n  @Cupajoe, your idea has potential. You dont actually mean watching coffee grow, do you? That would be as exciting as watching paint dry. Starbucks could, however, give a succinct video and audio presentation of coffee production from start to the finish including packaging and shipping.\nIn addition to where and whencoffee isgrown, thepresentation could show how coffee is harvested and the machinery and other hardware that is used in coffee pulping, drying and fermentation. Thevideo could be viewed on the Starbucks web site. Esqui'sjustsuggestin'..............= )\n\r\n",Esquimaux,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/26/2012 10:06 PM)
(41693,17895,"\r\n  thanks @Esquimaux...now you've inspired me to create a new post...please go to Today's IDEA of a \""New Coffee Documentary\""......it would be soo COOL!  justagreee'in...=)\r\n",cupajoe4evamoe,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SGAA0,3/27/2012 12:22 PM)
(41694,17896,"\r\n  A lot of Starbucks's in my area are open til 10 or 11, so I personally don't see this as much of an issue.\r\n",vlatte24,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SkAAK,3/27/2012 6:10 AM)
(41695,17896,\r\n  There are even 24hrs stores (though not in my area).\r\n,Jashirri,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SkAAK,3/27/2012 6:13 AM)
(41696,17896,\r\n  you should ask the district manager or that particular store manager. some cities have 24hr stores just like Jashirri said.\nand i won't even touch on the fact that you said a Venti CM with 5 mocha. Thats just crazy...talk about a sugar/caffiene high way too late at night\n\r\n,nyc4me,http://mystarbucksidea.force.com/ideaview?id=08750000000I0SkAAK,3/27/2012 7:10 AM)
(41697,17897,"\r\n  \""Come back zinc, come back!!\""\nSeriously, this sounds like one of those boring educational films you can download from the Prelinger Archives.\r\n",stainles,http://mystarbucksidea.force.com/ideaview?id=08750000000I0VeAAK,3/27/2012 11:05 AM)
(44381,19478,\r\n  Obviously. That wasn't my question. We should at least get discounts. \r\n,Loryn10,http://mystarbucksidea.force.com/ideaview?id=087500000004t0tAAA,7/4/2008 10:18 PM)
(44382,19485,\r\n  heck that'd be great for adults too- especially w/ venti beverages!:) \r\n,JavaOcha,http://mystarbucksidea.force.com/ideaview?id=087500000004w2dAAA,7/12/2008 6:23 PM)
(44383,19487,"\r\n  If you purchase a Starbucks Card and register it online, they will send you a coupon for a free drink.  The internet idea is nice, but often misused.  About two years ago, a coupon for a free tall iced drink was e-mailed to a small group of frequent customers and was quickly forwarded to thousands of people forcing stores to give away thousands more drinks than were planned for.  Try the Starbucks Cars and you'll find lots of price-cutting reasons to keep it! \r\n",TLCTX,http://mystarbucksidea.force.com/ideaview?id=087500000004q6jAAA,6/18/2008 7:07 PM)
(44384,19490,\r\n  Toronto Ontario Canada and have been to most of the locations in Toronto finding the same thing. I think if some iniative were made to make disabled and blind as well as deaf blind person get equal treatment as your regular customers they might see a plus side to going in. \nUnlike the buses and trains people think giving a seat is their decision it isn't if the tables were turned they certainly would expect me to give up my seat. That is the problem which extends itself to Starbucks to set an example.  Also with the menus would be really nice for once to just request one either in Braille or Large Print and have access to information. Some of us travel on our own or with Intervenors but sometimes we like to do things ourselves and have some independence. \nYou can contact me through my card info as I am reluctant to post it here. Or contact www.cnib.ca or The Helen Keller Centre of Toronto at www.chkc.org\n\nI think for some might even convince some longtime TimHortons customers to switch over. \n\nStella\r\n,stellamg,http://mystarbucksidea.force.com/ideaview?id=087500000004q9yAAA,12/9/2009 9:39 PM)
(44385,19491,"\r\n  I read every single post at that website.  It is AMAZING how much information is out there on S.G. I have figured out so many amazing little things from that site. (when you can put two and two together).Darleen and P.R.I.D.E are AMAZING partners who are all about creating a \""third place\"" and enthusiastic about the changes that Howard Schultz is making.  I cringe to think of the vituperative debates from S.G. being transferred from that website to this one.If you really read S.G. you'll find that there is a large contigency of contributors there who predict doom and gloom for Starbucks, and smell buy-out vis a vis Nelson Peltz or Pepsi (?), and so a small hardcore group of partners are constantly having to stand up for the company and its decisions.As for Leadership Conference.  We'll see. There is nothing like face to face communication. That is a lesson that it getting lost with modern technology. Face to face communication has the potential to REALLY energize people in a way that seeing someone on an LCD screen wouldn't. It might be the shot in the arm that Starbucks needs.I have clients I deal with in a professional manner, and I prefer that as much as possible, I deal with my clients face to face rather than over the phone, or through a video link connection.  Face to face is SO underrated modernly.  If 10,000 partners go back to there stores with a new found enthusiasm for creating legendary service, it will be all worth it.As to webmaster Jim at SG:  I even suspect that there are times that Starbucks is greatful for a little leaking of info about test products. He does a great job of a little PR for Starbucks at times. My hunch is that Starbucks has a love-hate relationship with S.G.www.greenapronbook.com \r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=087500000004pZLAAY,6/14/2008 11:31 AM)
(44386,19491,"\r\n  Also, if you really are reading SG, then you know that it has been leaked many many times that Starbucks (and likely even Howard Schultz) is quite aware of what's going on at S.G., and further more, there is a small contingency of people who seem to have a conspiracy theory type belief that Starbucks actually pays certain PR employees to post at S.G.!!! Sounds crazy to me! \r\n",Melody,http://mystarbucksidea.force.com/ideaview?id=087500000004pZLAAY,6/14/2008 11:37 AM)
(44387,19491,"\r\n  Melody, I've read your posts on Starbucksgossip and I'm impressed with your way with words. Your posts come off as if you were talking to the person. It's quite a gift. As to my comment on this site, I stand by it. \r\n",Ellielee,http://mystarbucksidea.force.com/ideaview?id=087500000004pZLAAY,6/14/2008 11:44 AM)
(46929,20248,"\r\n  It's not a bad idea. I've found myself feeling a bit lost when looking at the menu online. It's technologically feasible to have the prices listed, but with so many locations, it becomes a monsterous task, as stated by others. It would be beneficial to show that Starbucks isn't equal to $5.00 coffee for most items in most locations. Could it be incorporated into another version of the starbucks drink builder? \r\n",code3banker,http://mystarbucksidea.force.com/ideaview?id=08750000000JlacAAC,4/28/2014 3:47 AM)
(46930,20248,\r\n  pricing AND nutritional informations when you pass your mouse on a food/beverage picture\r\n,OptimusPrime,http://mystarbucksidea.force.com/ideaview?id=08750000000JlacAAC,8/4/2014 11:47 PM)
(46931,20248,\r\n  I frequent a location near my apartment and one right outside my job and they are in the same zipcode but the prices are different. While only be a few cents each location would have to have their own menu with prices.\r\n,nicolee16,http://mystarbucksidea.force.com/ideaview?id=08750000000JlacAAC,8/8/2014 6:10 PM)
(46932,20249,\r\n  Great idea. :)\r\n,GiniB,http://mystarbucksidea.force.com/ideaview?id=08750000000JJfcAAG,11/21/2013 8:26 AM)
(46933,20249,"\r\n  They should have a Platinum level. If Gold is 50 visits per year, perhaps Platinum could be 150 visits per year and then you get more benefits once you are Platinum. Like most every other card out there.\r\n",NYerr,http://mystarbucksidea.force.com/ideaview?id=08750000000JJfcAAG,2/13/2014 10:18 AM)
(46934,20249,"\r\n  Totally agree. Some of us purchase Starbucks practically every day. As a shareholder, I think this would be very incentivizing for others to get as many stars as they can to reach platinum level. Like airline miles.\r\n",Palisadesgal,http://mystarbucksidea.force.com/ideaview?id=08750000000JJfcAAG,8/18/2014 3:44 PM)
(46935,20250,"\r\n  Unless you're saying that the cups or lids are defective, Starbucks baristas do attempt to ensure that the lids are securely placed. It shouldn't be too much of a responsibility or trouble for a customer to double check. Either that or Starbucks should eliminate \""placed on\"" lids and sell beverages only in containers they can ensure won't leak. And it's unlikely that you'll want to pay for that.\n\n\r\n",Screen__Name,http://mystarbucksidea.force.com/ideaview?id=08750000000JvpFAAS,7/26/2014 3:10 PM)
(46936,20250,"\r\n  Make sure your lid is away from the seam.  Another cause for this is at times, the first cup or two out of a brand new package get crushed around the edges during the shipping process.  These should be thrown out as they will cause a leak every time!  \r\n",Melodievw,http://mystarbucksidea.force.com/ideaview?id=08750000000JvpFAAS,7/27/2014 5:46 AM)
(46937,20250,"\r\n  Personally, I think Starbucks cups are crap. They do tend to leak. They should take a cue from the many Deli's in the country, and Dunkin Donuts, and use better cups/lids.\r\n",JQ2014,http://mystarbucksidea.force.com/ideaview?id=08750000000JvpFAAS,8/4/2014 6:57 PM)
(46938,20251,\r\n  Syrup or sauce?\r\n,Sharlsie,http://mystarbucksidea.force.com/ideaview?id=08750000000K2hEAAS,10/8/2014 10:29 AM)
(46939,20252,\r\n  They have them. Did they tell you they don't?\r\n,christam,http://mystarbucksidea.force.com/ideaview?id=08750000000JvARAA0,7/20/2014 8:37 AM)
(49287,23068,\r\n  I do not drink drip coffee so I can not say by experience (imo it is all bad) but my guess is that for the average coffee drinker Pike's is a good coffee. \n\nFree WIFI is available all you have to do is register a giftcard and use it once a month.\r\n,christam,http://mystarbucksidea.force.com/ideaview?id=087500000005YjRAAU,9/7/2009 9:30 AM)
(49288,23068,"\r\n  I doubt Sbux would admit they will ever actually even consider listening to the overwhelming # of negative posts and votes about pikes and that we, I believe a great majority, do NOT want it, or, at the very least, want CHOICE, and we do not mean 'brew on demand' and wait, on a lucky day in a lucky store with a lucky group of baristas.  so, I don't think they will close it off..... they would rather at least let us 'feel' like we're having or 'say'.   so, we'll just keep 'saying', til the cows come home, I guess.  or til we drop off, one by one, as we've seen.\r\n",betterbefore,http://mystarbucksidea.force.com/ideaview?id=087500000005YjRAAU,9/7/2009 9:33 AM)
(49289,23068,"\r\n  Gobo/Christam:  In case it wasn't obvious, the complaints i listed are examples of duplicate posts and not the point of this idea.  If you want more clarity about this idea, please advise, and i will explain more clearly for you.\r\n",another8a,http://mystarbucksidea.force.com/ideaview?id=087500000005YjRAAU,9/7/2009 1:28 PM)
(52219,24029,\r\n  I just can't understand why a good idea like this is getting negative votes.\r\n,Steve2,http://mystarbucksidea.force.com/ideaview?id=08750000000GxckAAC,7/12/2010 4:44 PM)
(52220,24029,\r\n  It is a mystery.\r\n,tkfoss,http://mystarbucksidea.force.com/ideaview?id=08750000000GxckAAC,7/12/2010 5:00 PM)
(52221,24030,"\r\n  I never bother with the @ sign and in fact don't know what it means and prefer the direct approach and when I answer someone I always use their name like I'm talking with then face to face. I don't even know how to \""tag\"" people.\r\n",Steve2,http://mystarbucksidea.force.com/ideaview?id=08750000000GxelAAC,7/12/2010 2:41 PM)
(52222,24030,"\r\n  I could see this both ways, I wouldn't hate it if the idea came to pass and I don't mind how it is currently.\r\n",thewhiterabbit,http://mystarbucksidea.force.com/ideaview?id=08750000000GxelAAC,7/12/2010 2:43 PM)
(52223,24030,\r\n  Good idea. That would make it a lot easier.\r\n,TarStarFilmz,http://mystarbucksidea.force.com/ideaview?id=08750000000GxelAAC,7/12/2010 2:45 PM)
(52224,24030,"\r\n  I'm with thewhiterabbit. The way things currently are don't both me, but that'd be cool if they changed it too. \r\n",CranBliss,http://mystarbucksidea.force.com/ideaview?id=08750000000GxelAAC,7/12/2010 3:21 PM)
